data,infected_Agrigento,infected_Alessandria,infected_Ancona,infected_Aosta,infected_Arezzo,infected_Ascoli_Piceno,infected_Asti,infected_Avellino,infected_Bari,infected_Barletta-Andria-Trani,infected_Belluno,infected_Benevento,infected_Bergamo,infected_Biella,infected_Bologna,infected_Bolzano,infected_Brescia,infected_Brindisi,infected_Cagliari,infected_Caltanissetta,infected_Campobasso,infected_Caserta,infected_Catania,infected_Catanzaro,infected_Chieti,infected_Como,infected_Cosenza,infected_Cremona,infected_Crotone,infected_Cuneo,infected_Enna,infected_Fermo,infected_Ferrara,infected_Firenze,infected_Foggia,infected_Forlì-Cesena,infected_Frosinone,infected_Genova,infected_Gorizia,infected_Grosseto,infected_Imperia,infected_Isernia,infected_L'Aquila,infected_La_Spezia,infected_Latina,infected_Lecce,infected_Lecco,infected_Livorno,infected_Lodi,infected_Lucca,infected_Macerata,infected_Mantova,infected_Massa_Carrara,infected_Matera,infected_Messina,infected_Milano,infected_Modena,infected_Monza_e_della_Brianza,infected_Napoli,infected_Novara,infected_Nuoro,infected_Oristano,infected_Padova,infected_Palermo,infected_Parma,infected_Pavia,infected_Perugia,infected_Pesaro_e_Urbino,infected_Pescara,infected_Piacenza,infected_Pisa,infected_Pistoia,infected_Pordenone,infected_Potenza,infected_Prato,infected_Ragusa,infected_Ravenna,infected_Reggio_nell'Emilia,infected_Rieti,infected_Rimini,infected_Roma,infected_Rovigo,infected_Salerno,infected_Sassari,infected_Savona,infected_Siena,infected_Siracusa,infected_Sondrio,infected_Sud_Sardegna,infected_Taranto,infected_Teramo,infected_Terni,infected_Torino,infected_Trapani,infected_Trento,infected_Treviso,infected_Trieste,infected_Udine,infected_Varese,infected_Venezia,infected_Verbano-Cusio-Ossola,infected_Vercelli,infected_Verona,infected_Vibo_Valentia,infected_Vicenza,infected_Viterbo
2020-10-12 17:00:00,423,4633,2205,1485,1618,794,2146,1175,3903,896,1865,545,16147,1282,7315,4109,17693,803,794,430,583,2780,2246,363,1184,4857,702,7059,155,4026,547,680,1616,5245,2367,2802,1266,8112,573,691,1878,141,856,2468,1697,893,3256,934,3891,2235,1436,4357,1666,340,1014,32223,5191,7627,12708,3714,752,399,5902,2843,4490,6556,2492,3191,2056,5249,2274,1262,1209,545,1294,653,1892,6036,715,2789,15341,693,1981,2561,2087,857,692,1775,632,730,1021,767,19474,719,6485,6117,1866,1897,5254,4960,1274,1779,7177,130,4463,900
2020-10-13 17:00:00,430,4653,2230,1518,1720,815,2172,1195,3995,914,1924,545,16187,1294,7383,4143,17728,804,832,439,594,2872,2339,376,1221,4918,707,7082,155,4110,547,690,1646,5345,2407,2833,1329,8446,587,707,1911,179,902,2485,1761,900,3299,962,3901,2268,1454,4403,1694,340,1048,32663,5248,7807,13178,3746,788,410,5980,2982,4545,6590,2587,3196,2073,5263,2347,1286,1214,553,1330,663,1906,6073,739,2814,15703,701,2024,2597,2113,897,712,1785,668,748,1061,800,19849,741,6513,6180,1872,1910,5375,5042,1279,1798,7281,130,4550,954
2020-10-14 17:00:00,435,4690,2269,1553,1797,869,2204,1203,4164,942,1974,580,16233,1310,7451,4267,17809,817,851,459,597,2900,2456,385,1246,4985,718,7112,155,4209,553,711,1673,5541,2462,2853,1396,8709,609,724,1920,194,947,2518,1818,911,3328,999,3924,2305,1492,4445,1713,343,1087,33695,5298,7957,13619,3759,821,410,6071,3076,4576,6691,2683,3206,2087,5279,2432,1322,1239,557,1374,673,1917,6132,757,2864,16063,704,2069,2649,2144,924,738,1799,686,785,1082,834,20129,790,6542,6314,1939,1977,5485,5176,1283,1807,7376,131,4684,981
2020-10-15 17:00:00,444,4733,2311,1620,1872,892,2219,1260,4308,969,1991,585,16304,1353,7525,4365,17915,829,881,480,607,3293,2582,386,1258,5048,734,7146,155,4352,567,743,1706,5684,2487,2917,1425,9065,621,736,1947,214,1083,2536,1866,919,3379,1044,4005,2362,1517,4475,1741,355,1109,34748,5359,8153,14385,3879,854,427,6156,3230,4611,6770,2912,3224,2127,5326,2497,1372,1261,578,1430,688,1933,6192,781,2916,16520,723,2235,2684,2151,974,757,1821,757,825,1095,857,20724,809,6604,6336,1980,2037,5655,5232,1318,1828,7500,131,4809,1010
2020-10-16 17:00:00,520,4794,2361,1646,1952,920,2263,1307,4470,1009,2057,627,16342,1394,7627,4493,18020,837,904,506,616,3517,2736,410,1290,5238,753,7178,155,4517,578,760,1750,5947,2532,2963,1554,9428,652,745,1988,226,1172,2566,1914,924,3443,1072,4060,2464,1534,4506,1787,392,1152,36067,5419,8336,15274,3898,890,433,6287,3403,4668,6890,3072,3226,2142,5381,2577,1436,1282,596,1469,703,1956,6272,788,2972,17084,730,2300,2732,2274,1018,779,1837,777,877,1131,882,21151,867,6715,6465,2026,2102,5813,5339,1338,1852,7617,134,4930,1047
2020-10-17 17:00:00,544,4878,2396,1724,2043,941,2322,1364,4628,1030,2088,649,16411,1407,7777,4648,18103,852,928,524,625,3734,2887,419,1305,5409,788,7203,157,4688,590,776,1821,6206,2621,3025,1775,9723,668,766,2031,282,1211,2604,1978,933,3510,1123,4106,2531,1553,4562,1829,399,1166,37455,5500,8622,16024,3991,894,452,6417,3533,4706,6993,3238,3251,2163,5433,2756,1494,1319,645,1493,742,1985,6347,832,3040,17688,749,2393,2783,2345,1105,801,1874,809,931,1203,911,21646,932,6797,6739,2079,2160,6031,5385,1354,1866,7712,134,5088,1097
2020-10-18 17:00:00,562,4926,2456,1797,2127,950,2370,1402,4782,1060,2142,662,16500,1430,7922,4819,18196,874,998,540,632,3900,3086,422,1339,5563,812,7249,159,4868,598,790,1884,6520,2696,3087,1992,9921,670,794,2058,302,1287,2671,2048,940,3570,1176,4168,2609,1639,4586,1856,407,1189,38918,5554,8975,17033,4051,909,484,6603,3747,4729,7125,3486,3276,2196,5475,2889,1599,1361,683,1543,780,2002,6423,844,3071,18472,766,2481,2841,2385,1139,828,1897,864,944,1278,978,22346,937,6845,6911,2141,2207,6385,5420,1379,1895,7855,137,5259,1194
2020-10-19 17:00:00,562,5023,2513,1930,2215,955,2414,1456,4947,1091,2178,685,16523,1459,8077,4904,18235,898,1044,567,647,4025,3171,425,1347,5594,844,7299,160,4959,622,794,1916,6867,2759,3136,2058,10123,679,813,2068,324,1367,2709,2110,960,3606,1239,4216,2649,1655,4599,1923,414,1196,39732,5629,9240,17956,4156,932,486,6759,3917,4742,7195,3596,3289,2204,5504,3082,1677,1381,697,1580,802,2057,6478,855,3145,19183,793,2640,2897,2432,1193,852,1914,896,957,1333,1030,22865,940,6924,7095,2157,2251,6591,5423,1399,1928,7884,138,5318,1267
2020-10-20 17:00:00,584,5092,2534,2003,2303,972,2465,1473,5060,1122,2255,709,16568,1480,8197,5113,18336,907,1114,583,651,4346,3373,435,1393,5673,867,7316,169,5122,650,800,1940,7110,2850,3169,2167,10852,692,846,2129,347,1432,2736,2159,964,3663,1281,4260,2679,1680,4687,1971,417,1224,40786,5720,9363,18932,4222,954,507,6837,4054,4801,7249,3731,3305,2232,5541,3190,1778,1400,711,1643,846,2089,6545,907,3170,19922,797,2743,2947,2480,1249,887,1947,954,1003,1372,1075,23823,1002,7018,7193,2215,2291,6836,5461,1428,1951,8003,140,5386,1526
2020-10-21 17:00:00,587,5228,2570,2114,2443,1039,2555,1530,5183,1160,2318,709,16680,1545,8378,5302,18532,933,1141,602,662,4595,3543,460,1424,5936,916,7413,176,5429,655,836,1979,7413,2911,3215,2375,11215,727,869,2173,358,1536,2783,2262,974,3752,1386,4312,2746,1733,4728,2001,450,1277,42644,5799,10034,20338,4308,977,528,7017,4246,4848,7491,3993,3331,2285,5599,3294,1801,1422,762,1684,880,2117,6628,933,3266,20728,811,2982,3020,2542,1279,907,1978,977,1064,1426,1155,24856,1068,7166,7460,2282,2382,7123,5956,1439,1990,8168,145,5576,1588
2020-10-22 17:00:00,606,5330,3371,2201,2563,1062,2593,1599,5361,1213,2395,728,16809,1601,8627,5549,18726,955,1223,630,685,4826,3754,489,1469,6264,998,7483,176,5683,662,894,2035,7690,3043,3289,2498,11713,751,901,2222,363,1663,2837,2351,993,3822,1562,4391,2841,1855,4811,2061,457,1324,44675,5881,10332,21154,4400,996,567,7328,4597,4915,7658,4283,2646,2321,5671,3506,1852,1442,835,1735,929,2170,6742,987,3357,21576,822,3186,3084,2585,1350,931,2073,1016,1147,1526,1253,25785,1128,7319,7700,2338,2495,7516,6125,2014,1466,8350,150,5891,1705
2020-10-23 17:00:00,632,5435,2738,2294,2612,1173,2671,1690,5595,1271,2462,756,16931,1655,8827,5818,18963,985,1309,656,707,5144,3942,503,1516,6470,1036,7585,179,6037,669,964,2088,8122,3219,3356,2634,12262,775,935,2295,397,1761,2881,2465,1012,3953,1671,4499,3022,1982,4898,2125,495,1398,47074,5969,11084,22422,4616,1041,605,7549,4801,4966,7889,4636,3413,2356,5784,3675,1931,1476,885,1833,1046,2230,6870,1013,3474,22478,870,3311,3164,2652,1425,942,2117,1116,1212,1588,1313,26869,1205,7526,8141,2476,2630,7817,6297,1528,2060,8596,150,6211,1890
2020-10-24 17:00:00,687,5543,2861,2406,2722,1197,2759,1802,5879,1372,2563,804,16988,1705,9196,6095,19272,1017,1359,663,740,5363,4218,513,1551,6578,1127,7709,193,6321,676,1001,2147,8644,3342,3430,3072,12992,846,968,2365,429,1917,2972,2530,1048,4070,1790,4585,3212,2039,5048,2190,510,1446,49380,6091,11709,23402,4668,1097,633,7937,5059,5017,8192,5040,3445,2399,5956,3864,2061,1537,919,1934,1148,2285,7029,1016,3576,23454,892,3647,3285,2735,1492,979,2203,1190,1272,1704,1420,27682,1301,7688,8487,2607,2776,8325,6500,1560,2124,8868,152,6582,2064
2020-10-25 17:00:00,715,5708,2982,2500,2830,1335,2826,1874,6087,1462,2666,867,17170,1830,9462,6434,19518,1038,1418,709,746,5553,4445,524,1581,6976,1189,7789,216,6691,697,1094,2196,9182,3445,3528,2872,13368,848,1007,2417,449,2025,3044,2691,1091,4166,1953,4683,3402,2172,5092,2277,523,1498,51969,6225,12297,25623,4758,1101,652,8177,5253,5059,8446,5370,3477,2451,6069,4146,2222,1636,982,2145,1246,2349,7261,1036,3732,24831,958,3907,3366,2856,1576,994,2214,1222,1317,1853,1539,28963,1315,7792,8743,2682,2928,9232,6676,1605,2225,9016,155,7031,2231
2020-10-26 17:00:00,750,5804,3132,2641,3052,1353,2968,1956,6285,1504,2751,864,17283,1897,9734,6755,19695,1068,1463,718,815,6133,4566,542,1647,7117,1255,7839,221,6921,721,1109,2257,9861,3554,3608,3079,13585,867,1038,2446,481,2215,3138,2776,1119,4280,2163,4741,3583,2197,5114,2348,523,1587,53992,6371,12736,26404,4833,1133,655,8530,5473,5156,8555,5582,3496,2493,6187,4381,2453,1672,990,2412,1248,2433,7414,1089,3840,25962,973,4169,3493,2918,1620,1059,2249,1246,1333,1927,1588,29815,1318,7905,9011,2823,3062,9337,6842,1648,2314,9088,160,7185,2435
2020-10-27 17:00:00,753,5930,3265,2698,3275,1417,3030,2150,6524,1646,2835,892,17376,1938,10056,6997,19865,1081,1543,763,847,6563,4763,574,1708,7332,1299,7967,231,7345,736,1132,2323,10478,3691,3704,3103,14442,885,1078,2520,515,2333,3265,3064,1134,4478,2367,4871,3693,2306,5219,2395,540,1639,55932,6649,14098,28614,4968,1133,666,8826,5818,5260,8743,5831,3524,2552,6285,4564,2600,1691,1050,2617,1283,2530,7589,1161,3978,27321,1049,4459,3543,2957,1667,1089,2356,1279,1391,2016,1632,31305,1456,8162,9334,2880,3205,9600,7080,1702,2362,9306,160,7451,2646
2020-10-28 17:00:00,833,6125,3390,2772,3370,1458,3130,2443,6883,1732,3010,946,17628,2038,10305,7187,20153,1120,1676,772,861,7032,4936,631,1752,7772,1350,8097,234,7664,736,1184,2375,11104,3808,3770,3307,15079,926,1116,2602,520,2487,3352,3229,1173,4660,2481,4968,3835,2376,5344,2462,581,1663,58640,6923,14920,30622,5246,1147,699,9131,6046,5333,9041,6104,3568,2603,6364,4739,2781,1767,1127,2844,1382,2628,7762,1206,4088,28702,1085,4692,3673,3025,1710,1131,2411,1331,1518,2186,1748,32921,1509,8353,9761,2992,3373,11502,7409,1814,2422,9569,161,8016,2789
2020-10-29 17:00:00,834,6250,3548,2949,3593,1550,3271,2655,7123,1780,3110,992,17763,2141,10635,7485,20535,1161,1745,802,876,7825,5178,679,1816,8345,1446,8235,238,8038,746,1330,2421,11774,4016,3856,3573,15662,977,1167,2732,599,2622,3498,3341,1221,4801,2575,5061,4007,2581,5449,2580,598,1751,61851,7186,15850,32246,5445,1147,732,9614,6304,5455,9358,6626,3630,2665,6519,4937,2969,1839,1196,3035,1450,2718,8054,1244,4194,30081,1133,5089,3768,3133,1771,1170,2587,1416,1647,2382,1884,34358,1562,8526,10179,3151,3552,12422,7688,1885,2491,9895,165,8431,2950
2020-10-30 17:00:00,887,6477,3768,3102,3895,1612,3337,2733,7425,1907,3243,992,18112,2192,10988,7835,20995,1202,1796,828,973,8816,5447,742,1882,9235,1513,8410,240,8438,834,1379,2476,12608,4187,3988,3764,16313,1042,1242,2837,616,2811,3580,3354,1262,5021,2812,5194,4271,2698,5596,2748,628,1822,65830,7534,16838,34128,5621,1208,776,10238,6580,5539,9761,7158,3674,2703,6698,5263,3233,1866,1255,3215,1540,2874,8311,1261,4351,31835,1253,5316,3860,3241,1886,1218,2685,1466,1750,2486,2058,35989,1625,8748,10924,3318,3788,13226,8009,1945,2573,10347,173,8991,3201
2020-10-31 17:00:00,931,6773,4005,3206,4161,1672,3456,2854,7688,1989,3339,1056,18355,2305,11476,8382,21408,1261,1885,882,1019,9553,5555,801,1975,9710,1589,8594,241,8651,900,1429,2594,13336,4414,4109,4005,17008,1147,1318,2906,653,2982,3764,3761,1287,5249,3017,5345,4473,2789,5844,2874,697,1923,69560,7847,18045,36481,5757,1211,846,10972,6927,5659,10148,7461,3720,2762,6870,5639,3430,1964,1300,3497,1655,2971,8682,1263,4527,33513,1330,5755,3980,3319,1968,1233,2818,1509,1851,2623,2219,37767,1727,9138,11468,3620,3994,14428,8341,2039,2656,10731,179,9484,3135
2020-11-01 17:00:00,1041,6852,4182,3340,4387,1754,3589,3041,7838,2116,3450,1056,18545,2390,12012,8916,21871,1300,1971,927,1062,10127,5871,828,2039,10195,1668,8775,250,8922,949,1589,2677,14086,4641,4199,4250,17397,1173,1416,2967,711,3206,3899,3775,1360,5540,3234,5483,4650,2965,5961,2925,791,2029,73255,8156,19240,38912,5826,1252,861,11513,7204,5780,10582,7970,3785,2864,6985,5926,3720,2040,1354,3717,1737,3060,8966,1276,4595,35239,1404,6251,4167,3452,2031,1333,2895,1579,1908,2698,2420,39007,1737,9348,11792,3773,4138,15666,8610,2059,2736,11105,191,10064,3459
2020-11-02 17:00:00,1049,7030,4334,3458,4706,1779,3689,3082,8044,2187,3508,1056,18692,2433,12380,9353,22122,1347,2050,946,1106,10570,6129,863,2099,10928,1769,8785,262,9154,949,1639,2770,14620,4810,4311,4467,17784,1185,1494,3039,766,3344,3980,3782,1447,5737,3415,5512,4763,3040,5970,3005,829,2121,75497,8481,20119,40730,5925,1301,864,12017,7413,5866,10671,8147,3843,2888,7086,6134,3892,2054,1427,3984,1986,3197,9234,1289,4715,36607,1461,6746,4316,3487,2088,1507,2908,1623,1949,2935,2433,40227,1752,9535,12169,3823,4278,16152,8857,2115,2794,11225,207,10225,3702
2020-11-03 17:00:00,1070,7300,4463,3548,4965,1897,3775,3297,8760,2304,3636,1108,18877,2500,12645,9848,22221,1408,2127,1042,1170,11564,6428,903,2280,11387,1873,8892,281,9572,956,1650,2904,15197,4925,4475,4484,18581,1251,1515,3133,795,3494,4036,3983,1492,5906,3650,5570,4871,3149,6200,3087,867,2201,78326,9041,20957,42301,6094,1337,864,12397,7671,5966,10965,8454,3891,2990,7213,6398,4005,2146,1489,4195,2069,3334,9514,1327,4839,38300,1544,6983,4474,3538,2176,1578,3058,1654,2050,3095,2552,42214,1885,9647,12745,3887,4415,17344,9282,2172,2869,11513,212,10577,3926
2020-11-04 17:00:00,1204,7540,4683,3674,5247,2027,3932,3508,9133,2427,3713,1128,19117,2643,12952,10097,22808,1487,2203,1069,1184,12709,6752,947,2385,11844,1931,9044,321,9979,978,1742,2980,15618,5154,4555,4819,19303,1298,1583,3262,802,3656,4133,4170,1518,6136,3773,5699,5038,3284,6388,3137,1004,2304,81939,9576,21855,44192,6264,1360,898,12948,8023,6064,11279,8794,3940,3030,7317,6734,4169,2242,1576,4343,2167,3437,9796,1345,4969,40173,1622,7482,4474,3626,2245,1619,3193,1705,2203,3210,2679,44465,1939,9872,13272,3960,4630,17951,9647,2238,2954,11972,213,10916,3916
2020-11-05 17:00:00,1206,7720,4895,3785,5469,2184,4041,3647,9410,2482,3868,1206,19369,2730,13563,10859,23511,1578,2264,1092,1247,13402,7044,1024,2496,12459,2016,9241,325,10390,998,1873,3103,16406,5427,4666,5316,20027,1345,1655,3404,848,3796,4286,4022,1591,6325,3986,5872,5281,3385,6619,3164,1033,2403,85593,9908,22753,46024,6435,1394,966,13494,8554,6195,11857,9324,4019,3076,7492,7237,4383,2359,1680,4645,2284,3650,10056,1380,5120,42283,1689,8106,4666,3729,2307,1771,3308,1763,2282,3463,2874,46389,2025,10192,13915,4117,4846,18924,9898,2370,3050,12723,220,11713,4141
2020-11-06 17:00:00,1268,7977,5113,3914,5668,2387,4266,3889,9669,2579,3998,1272,19731,2936,14075,11572,24080,1687,2310,1139,1303,14064,7336,1058,2582,13400,2055,9478,385,11033,1038,1965,3212,17138,5718,4746,6014,20659,1424,1736,3509,867,3939,4458,4658,1697,6663,4197,5975,5505,3494,6873,3304,1144,2560,89889,10212,23721,48732,6704,1437,1031,13953,8875,6379,12265,9866,4070,3135,7664,7686,4619,2430,1813,4856,2576,3725,10340,1421,5312,43201,1780,8188,4848,3898,2416,1862,3402,1786,2365,3564,3068,49343,2146,10453,14656,4221,5121,20048,10242,2445,3210,13598,229,12302,4481
2020-11-07 17:00:00,1283,8270,5349,4025,5893,2451,4388,4127,9946,2691,4258,1272,20113,3035,14530,12345,24790,1778,2364,1192,1387,15088,7742,1120,2674,14291,2149,9734,420,11779,1039,2101,3285,18049,6030,4851,6315,21278,1501,1846,3656,935,4077,4607,4872,1792,6946,4367,6182,5739,3611,7232,3368,1172,2633,94409,10564,25359,51752,6995,1454,1058,14580,9334,6578,12815,10350,4123,3210,7885,8067,4881,2594,1887,5131,2713,3861,10705,1457,5377,45126,1913,8267,5090,4020,2571,1978,3537,1871,2519,3667,3245,51938,2249,10704,15307,4434,5525,21270,10754,2525,3349,14380,248,13108,4573
2020-11-08 17:00:00,1283,8597,5544,4080,6145,2503,4582,4323,10106,2858,4526,1285,20236,3118,15068,13126,25335,1843,2465,1284,1457,15968,7981,1184,2797,14465,2210,9833,437,12470,1061,2183,3398,18603,6233,4966,6321,21794,1505,1915,3760,950,4319,4749,5120,1855,7082,4521,6239,6001,3741,7367,3467,1275,2833,97365,11178,26236,53910,7231,1468,1067,15067,9486,6755,13128,10821,4165,3291,8038,8414,5148,2689,2028,5467,2911,3951,11024,1458,5568,47171,2016,9112,5244,4108,2710,2153,3651,2017,2625,3782,3409,54033,2254,10886,15792,4549,5806,21890,11300,2601,3462,14940,284,13949,4753
2020-11-09 17:00:00,1283,8773,5692,4280,6390,2537,4660,4433,10382,2939,4641,1286,20390,3227,15549,13709,25690,1905,2547,1284,1530,16502,8340,1202,2928,14691,2409,9946,485,12872,1138,2203,3401,19304,6388,5129,6519,22180,1579,2043,3761,975,4531,4795,5334,1953,7253,4690,6377,6157,3792,7389,3581,1345,2966,99590,11618,27110,55621,7385,1503,1067,15610,9674,6894,13294,11081,4173,3391,8206,8682,5339,2709,2090,5655,3072,4125,11311,1514,5703,48624,2142,9677,5371,4180,2794,2252,3724,2100,2679,3967,3452,55690,2260,11143,16305,4594,5984,22031,11715,2652,3677,15114,289,14212,4963
2020-11-10 17:00:00,1543,9114,5794,4407,6622,2678,4766,4659,10961,3001,4846,1317,20797,3314,15938,14084,26009,1984,2648,1386,1565,17225,8648,1246,3106,16047,2519,10079,519,13472,1196,2243,3619,19862,6706,5319,6566,22894,1637,2111,3902,982,4803,4905,5437,2012,7527,4891,6484,6328,3926,7720,3670,1420,3068,102926,12239,27970,57935,7691,1657,1105,16158,9871,7038,13601,11404,4243,3534,8357,9113,5528,2855,2239,5860,3094,4307,11603,1597,5910,50792,2180,10254,5471,4301,2873,2320,3876,2196,2810,4109,3595,57696,2344,11386,16828,4669,6180,25112,12237,2694,3809,15714,308,14482,5101
2020-11-11 17:00:00,1558,9321,5971,4532,6832,2860,4886,4843,11638,3107,5132,1451,20965,3457,16654,14470,26585,2068,2776,1446,1614,17818,8779,1330,3227,17005,2597,10272,554,13598,1226,2325,3777,20488,6895,5405,6750,23503,1732,2213,4052,1003,5064,5037,5468,2122,7770,5050,6615,6585,4080,7968,3721,1487,3206,106074,12827,28824,60153,7930,1745,1137,16672,10402,7165,13986,11795,4329,3632,8463,9753,5735,2977,2340,6030,3375,4471,11887,1684,6056,52751,2281,10839,5608,4437,2958,2396,3939,2227,2963,4299,3699,59632,2569,11639,17314,4778,6414,26055,12676,2741,3916,16424,321,15000,5280
2020-11-12 17:00:00,1693,9585,6269,4692,6977,2961,5154,5019,12317,3257,5285,1575,21137,3714,17257,15164,27206,2122,2880,1509,1670,18595,9152,1401,3284,17767,2706,10527,567,14365,1338,2455,3897,20986,7127,5563,7009,24031,1885,2293,4178,1019,5237,5149,5612,2243,7959,5177,6684,6739,4295,8179,3837,1534,3311,110140,13371,29852,61996,8205,1758,1137,17289,10795,7336,14396,12431,4382,3744,8663,10084,5919,3233,2477,6224,3455,4603,12155,1736,6223,54722,2399,11177,5742,4618,3061,2510,4092,2277,3146,4486,3830,62135,2886,11892,18163,4882,6730,27215,13143,2873,4163,17137,353,15572,5520
2020-11-13 17:00:00,1788,10126,6462,4791,7175,3037,5345,5097,12789,3433,5582,1665,21588,4009,17810,15984,27829,2189,2992,1596,1719,19201,9741,1462,3454,18504,2771,10773,588,15023,1372,2582,4026,21698,7396,5737,7248,24750,2007,2384,4297,1032,5432,5309,5632,2356,8201,5327,6948,6944,4542,8516,4041,1654,3427,114591,13885,31088,64346,8736,1925,1213,17957,11239,7459,14907,12910,4476,3822,8820,10446,6150,3424,2657,6450,3631,4770,12518,1807,6379,57274,2494,11750,5915,4762,3160,2599,4144,2372,3385,4708,3934,64394,2963,12094,18867,5082,7035,28428,13451,3423,4325,17856,378,16309,5531
2020-11-14 17:00:00,1848,10492,6734,5030,7468,3090,5527,5310,13373,3612,5792,1701,21730,4299,18337,16674,28296,2251,3063,1688,1795,19672,10100,1560,3622,19230,2834,10964,609,15472,1405,2684,4181,22249,7920,5899,7479,25446,2096,2475,4422,1076,5806,5455,5817,2478,8325,5460,7129,7178,4789,8808,4237,1735,3730,117486,14446,32024,66657,8871,2056,1232,18533,11766,7659,15441,13322,4580,3937,9114,10738,6371,3507,2839,6736,3783,5021,12838,1875,6505,59585,2605,12325,6034,4848,3283,2671,4275,2428,3647,4946,4082,67103,3094,12300,19474,5243,7253,29769,14111,3502,4491,18680,387,16824,5716
2020-11-15 17:00:00,1872,10970,6915,5173,7727,3149,5660,5484,13574,3829,5938,1759,22084,4441,18976,17302,28940,2353,3123,1748,1846,20650,10582,1596,3738,19655,2899,11046,654,16223,1420,2767,4344,22749,8041,6068,7705,25917,2177,2633,4528,1110,5989,5588,5992,2601,8654,5622,7278,7397,5013,9022,4601,1789,3941,120788,15149,33164,69310,8911,2201,1275,19012,12218,7772,15906,13775,4734,4032,9288,11080,6656,3629,2939,6996,3886,5235,13204,1885,6721,61529,2684,13138,6143,4925,3387,2728,4367,2441,3771,5046,4265,69035,3112,12568,19844,5300,7594,30453,14537,3606,4588,19064,417,17695,5964
2020-11-16 17:00:00,1898,11297,7048,5272,7955,3184,5822,5613,13841,3939,6081,1793,22261,4531,19606,17846,29168,2403,3223,1827,1915,21390,10910,1634,3796,19848,2971,11152,675,16565,1469,2791,4443,23171,8467,6225,7912,26207,2222,2786,4552,1167,6233,5639,6235,2672,8812,5719,7302,7707,5073,9041,4963,1823,4051,122314,15741,33928,72052,9554,2350,1275,19602,12663,7916,16001,14012,4756,4072,9462,11369,6920,3763,3031,7197,4104,5379,13507,1911,6966,63265,2741,13486,6233,4975,3494,2807,4378,2513,3898,5336,4295,70558,3239,12749,20244,5414,7754,31176,14943,3797,4740,19173,447,17894,6085
2020-11-17 17:00:00,1979,11457,7125,5422,8047,3233,6004,5798,14336,4063,6248,1793,22463,4623,20079,18104,29424,2491,3349,1894,2026,22104,11366,1684,3988,20872,3157,11274,880,17014,1528,2815,4557,23838,8649,6374,7981,26699,2296,2825,4640,1199,6454,5674,6699,2766,9100,5874,7395,8061,5188,9405,5220,1885,4235,124670,16254,34822,74208,9664,2500,1292,20097,13206,7995,16312,14291,4824,4200,9652,11659,7129,3821,3235,7401,4318,5606,13749,2011,7164,64968,2827,14062,6369,5008,3588,2855,4886,2586,4143,5511,4356,71980,3285,13025,20725,5447,8116,33006,15521,3854,4863,20020,473,18287,6252
2020-11-18 17:00:00,2075,11676,7259,5509,8171,3278,6223,5923,14948,4221,6426,2089,22720,4718,20664,18685,29775,2636,3440,1966,2092,23141,11792,1884,4092,21667,3444,11462,949,17278,1569,2881,4658,24509,8877,6523,7991,27034,2413,2906,4741,1231,6714,5865,6704,2863,9232,6043,7529,8490,5335,9644,5433,1993,4559,127235,16710,35499,75299,9932,2678,1292,20510,13584,8221,16707,14692,4906,4324,9874,12013,7326,3995,3363,7620,4450,5739,14030,2422,7325,67361,2902,14662,6481,5117,3639,2932,4923,2627,4260,5634,4434,73694,3576,13261,21314,5607,8452,34689,15902,4078,5077,20614,689,18954,6277
2020-11-19 17:00:00,2159,12235,7472,5600,8360,3329,6425,6066,15503,4410,6652,2136,22995,4897,21164,19381,30331,2708,3556,2040,2187,23819,12233,1961,4248,22312,3512,11689,1003,18107,1630,2959,4764,25070,9031,6638,8030,27492,2595,3016,4845,1290,7086,5976,6714,2961,9429,6207,7693,8674,5487,9828,5538,2062,4823,130163,17061,36372,77611,10434,2814,1360,21283,14096,8383,17113,15126,5074,4396,10054,12214,7524,4226,3564,7799,4642,5858,14448,2500,7490,69871,2956,15152,6559,5204,3720,3009,5109,2708,4447,5702,4536,76237,3742,13527,22138,5812,9006,35346,16312,4336,5306,21402,736,19569,6310
2020-11-20 17:00:00,2241,12452,7617,5755,8514,3376,6564,6192,15981,4597,6857,2248,23244,5076,21770,20117,30954,2799,3675,2103,2297,24716,12637,2014,4334,23260,3595,11813,1100,18643,1732,3005,4868,25664,9436,6768,8574,27943,2719,3130,4934,1319,7387,6059,7226,3136,9684,6352,7849,8914,5645,10103,5727,2121,5009,133869,17663,37358,80718,10841,2996,1396,22007,14670,8502,17498,15394,5187,4498,10335,12499,7756,4500,3723,7959,4751,6013,14823,2510,7597,71291,3089,15568,6689,5315,3814,3034,5499,2822,4562,5911,4626,78293,3831,13761,22846,5949,9475,36268,16699,4490,5443,21981,763,20247,6471
2020-11-21 17:00:00,2348,12652,7780,5846,8656,3414,6750,6301,16489,4717,7107,2276,23548,5180,22330,20665,31416,2943,3783,2173,2372,25620,13262,2052,4420,23915,3790,12034,1101,19191,1787,3052,4988,26092,9771,6937,8799,28381,2905,3230,5059,1401,7566,6173,7522,3237,9844,6526,7926,9143,5776,10441,5819,2208,5154,137101,18227,38116,82672,11059,3105,1466,22711,15253,8668,17883,15714,5259,4628,10555,12701,7988,4638,3891,8190,4807,6264,15186,2612,7840,73223,3198,16142,6874,5370,3876,3160,5566,2861,4723,6082,4723,79629,3902,13973,23394,6077,10054,38238,17261,4669,5525,22794,796,20790,6545
